edad,estcivil,ingrmens,educacion,satlab,genero,familia
37,Soltero,1927,Bachillerato completo,Neutro,Mujer,1
25,Soltero,1753,Bachillerato completo,Neutro,Mujer,2
33,Soltero,2180,Post-universitario,Muy insatisfecho,Hombre,1
36,Casado,1911,Bachillerato completo,Satisfecho,Hombre,3
31,Soltero,1800,Bachillerato incompleto,Satisfecho,Mujer,3
41,Casado,2511,Universitario completo,Muy insatisfecho,Mujer,2
47,Soltero,3475,Bachillerato incompleto,Muy satisfecho,Hombre,1
50,Soltero,2401,Post-universitario,Muy satisfecho,Hombre,1
38,Soltero,2338,Universitario completo,Insatisfecho,Hombre,5
51,Soltero,2306,Bachillerato incompleto,Muy satisfecho,Mujer,3
47,Soltero,2116,Bachillerato incompleto,Satisfecho,Hombre,1
52,Casado,1800,Universitario completo,Satisfecho,Hombre,2
68,Casado,3412,Universitario incompleto,Neutro,Mujer,2
21,Soltero,1563,Universitario incompleto,Muy insatisfecho,Hombre,2
51,Soltero,2827,Post-universitario,Satisfecho,Mujer,3
40,Soltero,1927,Post-universitario,Muy satisfecho,Mujer,1
45,Soltero,1611,Bachillerato completo,Muy insatisfecho,Mujer,3
71,Casado,1627,Bachillerato completo,Satisfecho,Mujer,2
48,Soltero,2985,Bachillerato incompleto,Muy satisfecho,Hombre,1
30,Soltero,1658,Universitario incompleto,Neutro,Mujer,2
43,Casado,2764,Bachillerato completo,Satisfecho,Hombre,2
31,Casado,1974,Bachillerato completo,Muy insatisfecho,Mujer,4
23,Casado,1658,Universitario incompleto,Muy insatisfecho,Mujer,4
24,Soltero,1674,Bachillerato completo,Neutro,Hombre,1
20,Soltero,1737,Universitario incompleto,Insatisfecho,Hombre,1
31,Casado,1990,Bachillerato incompleto,Muy satisfecho,Hombre,4
48,Casado,3570,Universitario completo,Satisfecho,Hombre,5
36,Casado,2843,Universitario incompleto,Muy satisfecho,Hombre,2
30,Casado,1864,Universitario completo,Muy insatisfecho,Hombre,4
44,Soltero,2069,Universitario completo,Muy insatisfecho,Hombre,1
41,Casado,2164,Bachillerato completo,Insatisfecho,Mujer,4
36,Casado,3096,Post-universitario,Satisfecho,Mujer,6
28,Casado,1611,Bachillerato completo,Muy insatisfecho,Mujer,3
61,Soltero,2085,Bachillerato completo,Muy insatisfecho,Mujer,1
58,Soltero,2274,Universitario incompleto,Muy satisfecho,Mujer,1
59,Casado,3949,Bachillerato completo,Satisfecho,Hombre,2
30,Soltero,1721,Bachillerato completo,Neutro,Mujer,2
42,Soltero,2654,Bachillerato completo,Muy satisfecho,Mujer,1
32,Soltero,1785,Bachillerato incompleto,Insatisfecho,Mujer,1
30,Soltero,1895,Bachillerato completo,Satisfecho,Hombre,1
54,Soltero,3823,Universitario incompleto,Neutro,Mujer,1
49,Soltero,2211,Universitario incompleto,Muy satisfecho,Mujer,1
52,Casado,2022,Universitario incompleto,Neutro,Hombre,2
52,Casado,4028,Universitario incompleto,Satisfecho,Hombre,2
58,Soltero,3017,Bachillerato completo,Satisfecho,Hombre,1
46,Casado,3017,Post-universitario,Neutro,Mujer,4
60,Soltero,1974,Universitario incompleto,Muy insatisfecho,Mujer,1
44,Soltero,2748,Bachillerato completo,Muy satisfecho,Hombre,1
46,Soltero,2069,Bachillerato incompleto,Satisfecho,Mujer,1
50,Soltero,2954,Bachillerato completo,Muy insatisfecho,Mujer,1
24,Casado,1642,Universitario incompleto,Neutro,Mujer,3
32,Casado,1895,Universitario incompleto,Insatisfecho,Mujer,2
59,Soltero,3365,Bachillerato incompleto,Muy satisfecho,Hombre,1
50,Soltero,7441,Bachillerato incompleto,Satisfecho,Mujer,2
42,Casado,1753,Bachillerato incompleto,Satisfecho,Mujer,2
51,Casado,2369,Universitario completo,Satisfecho,Hombre,2
47,Soltero,1753,Bachillerato completo,Insatisfecho,Hombre,2
51,Soltero,1927,Bachillerato completo,Neutro,Mujer,1
48,Soltero,1658,Universitario completo,Muy insatisfecho,Mujer,1
50,Casado,2875,Bachillerato completo,Satisfecho,Mujer,2
20,Casado,1627,Bachillerato incompleto,Neutro,Mujer,3
43,Casado,2590,Post-universitario,Muy insatisfecho,Hombre,4
72,Casado,2322,Bachillerato incompleto,Insatisfecho,Hombre,2
45,Casado,2385,Bachillerato completo,Muy insatisfecho,Hombre,2
38,Soltero,2069,Universitario incompleto,Muy satisfecho,Hombre,2
30,Casado,1832,Bachillerato completo,Neutro,Mujer,4
53,Soltero,3760,Post-universitario,Neutro,Mujer,1
47,Casado,2527,Bachillerato completo,Muy satisfecho,Hombre,3
27,Soltero,1816,Bachillerato completo,Muy insatisfecho,Hombre,2
49,Soltero,3033,Universitario completo,Muy satisfecho,Hombre,1
29,Casado,1927,Bachillerato incompleto,Insatisfecho,Mujer,5
26,Soltero,1721,Universitario completo,Insatisfecho,Hombre,1
49,Casado,3270,Bachillerato incompleto,Neutro,Mujer,4
45,Casado,1785,Universitario incompleto,Neutro,Hombre,3
56,Soltero,1516,Universitario incompleto,Muy satisfecho,Hombre,1
57,Soltero,2180,Universitario incompleto,Satisfecho,Hombre,1
72,Soltero,1516,Universitario completo,Neutro,Hombre,1
30,Soltero,2085,Post-universitario,Neutro,Hombre,2
59,Casado,2764,Bachillerato completo,Satisfecho,Hombre,2
45,Soltero,2748,Universitario incompleto,Muy insatisfecho,Mujer,1
63,Casado,4613,Universitario incompleto,Satisfecho,Hombre,5
45,Casado,2006,Universitario incompleto,Insatisfecho,Hombre,2
59,Casado,1974,Bachillerato completo,Neutro,Mujer,3
39,Soltero,2116,Universitario incompleto,Muy insatisfecho,Mujer,1
49,Casado,2132,Universitario completo,Neutro,Mujer,5
32,Soltero,1816,Bachillerato completo,Neutro,Mujer,1
48,Soltero,4028,Universitario incompleto,Neutro,Mujer,1
39,Casado,1737,Universitario incompleto,Insatisfecho,Mujer,6
70,Soltero,4170,Universitario incompleto,Neutro,Mujer,1
26,Soltero,1674,Universitario completo,Neutro,Mujer,1
42,Soltero,2464,Bachillerato completo,Insatisfecho,Mujer,1
66,Casado,1785,Bachillerato completo,Insatisfecho,Mujer,2
28,Soltero,1674,Universitario incompleto,Insatisfecho,Hombre,3
26,Soltero,3191,Post-universitario,Insatisfecho,Hombre,2
56,Casado,1706,Bachillerato incompleto,Satisfecho,Mujer,2
51,Soltero,2022,Bachillerato incompleto,Neutro,Mujer,1
45,Casado,2116,Bachillerato incompleto,Satisfecho,Hombre,3
29,Soltero,2401,Universitario completo,Insatisfecho,Mujer,1
76,Casado,1500,Universitario completo,Neutro,Mujer,2
61,Soltero,4502,Bachillerato completo,Satisfecho,Hombre,1
31,Soltero,1611,Bachillerato completo,Insatisfecho,Mujer,2
45,Soltero,14298,Universitario completo,Neutro,Mujer,3
71,Casado,1532,Bachillerato incompleto,Insatisfecho,Hombre,2
40,Casado,1848,Bachillerato completo,Muy insatisfecho,Mujer,5
55,Soltero,3760,Universitario incompleto,Muy satisfecho,Hombre,4
50,Soltero,2891,Universitario incompleto,Neutro,Mujer,1
37,Soltero,1879,Universitario completo,Muy insatisfecho,Hombre,2
53,Casado,3238,Bachillerato incompleto,Satisfecho,Hombre,3
29,Soltero,2053,Bachillerato completo,Satisfecho,Hombre,1
59,Soltero,2243,Universitario incompleto,Neutro,Mujer,1
36,Soltero,1990,Universitario incompleto,Satisfecho,Hombre,1
49,Casado,2511,Bachillerato incompleto,Neutro,Mujer,2
38,Casado,3854,Universitario completo,Muy satisfecho,Hombre,6
37,Casado,2227,Universitario completo,Satisfecho,Hombre,2
37,Casado,1785,Universitario completo,Satisfecho,Mujer,2
24,Casado,1642,Bachillerato completo,Muy insatisfecho,Mujer,4
24,Casado,1658,Universitario completo,Muy insatisfecho,Hombre,2
43,Casado,1737,Bachillerato incompleto,Insatisfecho,Hombre,2
39,Soltero,2274,Universitario completo,Insatisfecho,Hombre,1
37,Casado,2259,Universitario incompleto,Satisfecho,Hombre,5
29,Casado,2101,Universitario completo,Neutro,Mujer,4
60,Casado,4834,Universitario incompleto,Muy satisfecho,Hombre,2
46,Casado,2353,Bachillerato completo,Neutro,Hombre,2
32,Soltero,1832,Universitario completo,Insatisfecho,Hombre,1
22,Casado,1658,Bachillerato incompleto,Satisfecho,Hombre,4
28,Soltero,1895,Universitario completo,Muy insatisfecho,Hombre,1
43,Casado,2274,Universitario incompleto,Satisfecho,Hombre,2
66,Casado,1548,Bachillerato incompleto,Insatisfecho,Hombre,3
34,Casado,1737,Bachillerato incompleto,Insatisfecho,Mujer,4
26,Soltero,1848,Universitario incompleto,Muy insatisfecho,Mujer,3
49,Soltero,5750,Universitario incompleto,Muy satisfecho,Hombre,3
35,Soltero,1927,Universitario incompleto,Insatisfecho,Mujer,2
60,Soltero,4202,Bachillerato incompleto,Muy satisfecho,Mujer,1
61,Soltero,5624,Universitario completo,Muy satisfecho,Hombre,1
60,Soltero,2922,Universitario completo,Satisfecho,Mujer,1
56,Casado,1753,Bachillerato incompleto,Neutro,Mujer,2
31,Soltero,1690,Universitario incompleto,Insatisfecho,Mujer,2
37,Casado,1737,Bachillerato completo,Muy insatisfecho,Hombre,2
45,Casado,2369,Bachillerato incompleto,Muy satisfecho,Hombre,5
47,Casado,1816,Universitario incompleto,Satisfecho,Mujer,2
27,Soltero,2290,Post-universitario,Muy insatisfecho,Mujer,4
55,Soltero,2227,Bachillerato completo,Neutro,Hombre,1
42,Soltero,2259,Bachillerato completo,Muy satisfecho,Hombre,1
53,Casado,2954,Universitario completo,Satisfecho,Hombre,5
29,Casado,2701,Bachillerato completo,Neutro,Mujer,4
41,Casado,2274,Universitario completo,Muy insatisfecho,Hombre,2
39,Casado,1674,Universitario incompleto,Muy insatisfecho,Mujer,2
52,Casado,2322,Bachillerato incompleto,Insatisfecho,Hombre,2
44,Casado,3444,Universitario completo,Muy satisfecho,Mujer,2
57,Casado,5924,Universitario completo,Muy satisfecho,Hombre,2
46,Casado,3839,Bachillerato completo,Satisfecho,Hombre,3
32,Soltero,1848,Universitario incompleto,Satisfecho,Mujer,2
39,Soltero,1690,Bachillerato incompleto,Insatisfecho,Hombre,4
32,Soltero,1674,Bachillerato completo,Neutro,Mujer,4
61,Casado,2227,Bachillerato incompleto,Muy satisfecho,Hombre,2
59,Soltero,1816,Bachillerato incompleto,Satisfecho,Hombre,1
51,Casado,2859,Universitario incompleto,Satisfecho,Mujer,2
38,Casado,2338,Bachillerato incompleto,Neutro,Hombre,4
31,Soltero,1753,Bachillerato completo,Satisfecho,Hombre,1
47,Casado,2022,Bachillerato completo,Neutro,Mujer,3
47,Casado,1943,Bachillerato incompleto,Muy satisfecho,Hombre,3
38,Soltero,2085,Bachillerato incompleto,Neutro,Hombre,1
53,Soltero,2891,Bachillerato incompleto,Muy satisfecho,Mujer,1
28,Soltero,1816,Universitario incompleto,Muy insatisfecho,Mujer,1
42,Casado,1785,Universitario completo,Muy satisfecho,Hombre,2
34,Soltero,2085,Universitario incompleto,Muy insatisfecho,Mujer,1
38,Casado,1848,Bachillerato completo,Neutro,Mujer,5
19,Soltero,1579,Bachillerato completo,Neutro,Hombre,1
47,Soltero,2274,Bachillerato completo,Satisfecho,Mujer,4
36,Casado,2590,Bachillerato completo,Insatisfecho,Mujer,3
33,Casado,1879,Bachillerato incompleto,Satisfecho,Mujer,3
42,Soltero,3554,Universitario incompleto,Muy satisfecho,Hombre,2
42,Casado,2496,Bachillerato completo,Muy satisfecho,Mujer,2
55,Casado,2606,Bachillerato incompleto,Muy satisfecho,Hombre,4
40,Casado,1642,Universitario incompleto,Muy insatisfecho,Hombre,4
56,Soltero,1611,Universitario incompleto,Muy satisfecho,Hombre,3
52,Casado,5987,Bachillerato incompleto,Muy satisfecho,Hombre,2
25,Soltero,1753,Universitario completo,Muy insatisfecho,Hombre,1
34,Casado,1943,Universitario completo,Neutro,Hombre,2
49,Casado,2195,Bachillerato incompleto,Neutro,Mujer,2
41,Casado,2227,Bachillerato completo,Satisfecho,Mujer,4
51,Casado,2037,Bachillerato incompleto,Insatisfecho,Hombre,2
39,Casado,2053,Bachillerato completo,Muy satisfecho,Mujer,4
61,Casado,1579,Post-universitario,Satisfecho,Hombre,4
61,Soltero,1516,Bachillerato incompleto,Neutro,Mujer,1
22,Soltero,1642,Universitario incompleto,Muy insatisfecho,Hombre,2
70,Casado,2227,Universitario completo,Muy satisfecho,Hombre,2
23,Soltero,1674,Universitario incompleto,Insatisfecho,Mujer,2
57,Casado,3760,Bachillerato completo,Satisfecho,Mujer,2
35,Casado,2227,Universitario completo,Neutro,Mujer,4
50,Soltero,2274,Universitario incompleto,Neutro,Hombre,1
63,Casado,3696,Bachillerato completo,Muy satisfecho,Mujer,2
30,Casado,1642,Bachillerato incompleto,Insatisfecho,Hombre,5
35,Casado,4423,Universitario completo,Neutro,Hombre,2
24,Soltero,1706,Bachillerato completo,Neutro,Hombre,1
19,Soltero,1563,Bachillerato completo,Muy insatisfecho,Hombre,1
41,Casado,8579,Universitario incompleto,Muy satisfecho,Mujer,2
55,Soltero,2733,Bachillerato incompleto,Satisfecho,Mujer,1
42,Soltero,4755,Universitario completo,Muy satisfecho,Hombre,1
27,Casado,1990,Universitario incompleto,Neutro,Mujer,2
35,Soltero,2385,Bachillerato completo,Muy satisfecho,Mujer,3
47,Casado,4471,Universitario incompleto,Satisfecho,Hombre,3
56,Casado,1848,Bachillerato incompleto,Satisfecho,Mujer,2
48,Soltero,1864,Universitario completo,Neutro,Hombre,1
59,Casado,2148,Universitario completo,Neutro,Mujer,2
50,Soltero,4202,Universitario incompleto,Muy satisfecho,Mujer,1
25,Casado,1642,Universitario incompleto,Muy insatisfecho,Mujer,4
44,Soltero,1785,Universitario incompleto,Muy insatisfecho,Mujer,1
57,Casado,6240,Bachillerato completo,Neutro,Mujer,2
45,Casado,2069,Universitario incompleto,Neutro,Mujer,2
52,Soltero,2022,Bachillerato incompleto,Satisfecho,Mujer,1
21,Casado,1753,Bachillerato incompleto,Insatisfecho,Mujer,6
58,Soltero,2148,Bachillerato incompleto,Insatisfecho,Mujer,1
71,Soltero,1927,Bachillerato completo,Muy satisfecho,Mujer,1
40,Casado,2227,Bachillerato completo,Muy satisfecho,Mujer,5
33,Soltero,2922,Bachillerato completo,Neutro,Hombre,2
34,Soltero,3349,Universitario incompleto,Muy satisfecho,Hombre,1
73,Casado,1785,Bachillerato incompleto,Neutro,Hombre,2
42,Soltero,1879,Universitario completo,Neutro,Hombre,1
34,Casado,1800,Bachillerato completo,Muy satisfecho,Hombre,4
50,Casado,2448,Universitario completo,Neutro,Mujer,2
37,Casado,1864,Universitario incompleto,Muy satisfecho,Mujer,2
31,Soltero,1627,Universitario incompleto,Satisfecho,Hombre,1
45,Casado,3001,Universitario incompleto,Muy satisfecho,Mujer,3
25,Casado,1832,Bachillerato completo,Satisfecho,Mujer,6
63,Soltero,1500,Universitario completo,Neutro,Mujer,2
32,Soltero,1895,Universitario incompleto,Insatisfecho,Mujer,1
48,Casado,3981,Bachillerato incompleto,Insatisfecho,Mujer,4
37,Casado,2559,Universitario incompleto,Muy satisfecho,Hombre,2
70,Soltero,2132,Universitario completo,Insatisfecho,Mujer,1
37,Casado,1816,Bachillerato incompleto,Neutro,Mujer,4
32,Casado,1690,Post-universitario,Muy insatisfecho,Hombre,6
45,Casado,2085,Bachillerato completo,Satisfecho,Mujer,2
50,Casado,2559,Bachillerato incompleto,Muy satisfecho,Mujer,2
37,Soltero,1879,Universitario completo,Insatisfecho,Hombre,1
48,Casado,2685,Universitario incompleto,Insatisfecho,Mujer,2
50,Soltero,6983,Bachillerato completo,Muy satisfecho,Hombre,1
50,Casado,2385,Bachillerato completo,Satisfecho,Mujer,4
52,Soltero,2891,Bachillerato incompleto,Muy satisfecho,Hombre,1
66,Casado,1895,Universitario incompleto,Muy satisfecho,Mujer,2
23,Soltero,1721,Bachillerato completo,Satisfecho,Hombre,3
45,Soltero,1800,Bachillerato incompleto,Neutro,Hombre,1
19,Casado,1595,Bachillerato completo,Muy insatisfecho,Hombre,7
45,Soltero,3570,Bachillerato completo,Neutro,Mujer,1
31,Soltero,3380,Universitario completo,Satisfecho,Hombre,1
31,Casado,2116,Universitario completo,Insatisfecho,Hombre,3
54,Soltero,2069,Post-universitario,Insatisfecho,Mujer,1
46,Casado,4234,Universitario incompleto,Satisfecho,Hombre,3
37,Casado,1579,Bachillerato incompleto,Insatisfecho,Hombre,2
51,Soltero,4060,Universitario completo,Satisfecho,Hombre,2
29,Soltero,1911,Bachillerato completo,Muy insatisfecho,Mujer,4
51,Soltero,2259,Bachillerato incompleto,Neutro,Mujer,1
46,Soltero,3159,Bachillerato incompleto,Satisfecho,Hombre,1
53,Casado,3728,Bachillerato incompleto,Neutro,Mujer,2
41,Soltero,3096,Universitario completo,Insatisfecho,Mujer,5
25,Soltero,1753,Bachillerato completo,Neutro,Mujer,5
62,Casado,1516,Universitario incompleto,Muy satisfecho,Mujer,2
51,Soltero,2353,Universitario incompleto,Neutro,Hombre,1
33,Soltero,2006,Bachillerato completo,Insatisfecho,Hombre,1
38,Casado,2022,Bachillerato completo,Neutro,Hombre,5
33,Casado,1706,Bachillerato completo,Satisfecho,Mujer,4
58,Soltero,3538,Bachillerato incompleto,Insatisfecho,Hombre,1
66,Soltero,1579,Universitario incompleto,Insatisfecho,Mujer,1
47,Soltero,3902,Bachillerato completo,Muy satisfecho,Mujer,4
32,Soltero,1800,Universitario completo,Insatisfecho,Hombre,1
45,Soltero,3301,Bachillerato completo,Neutro,Hombre,1
26,Soltero,2037,Bachillerato completo,Insatisfecho,Mujer,3
54,Soltero,1785,Bachillerato completo,Satisfecho,Hombre,1
39,Soltero,1785,Bachillerato completo,Insatisfecho,Hombre,1
76,Casado,1642,Bachillerato incompleto,Satisfecho,Hombre,2
35,Soltero,2053,Bachillerato completo,Insatisfecho,Mujer,1
41,Soltero,1800,Universitario completo,Insatisfecho,Hombre,1
51,Casado,2148,Bachillerato completo,Insatisfecho,Hombre,4
52,Casado,3128,Bachillerato incompleto,Muy satisfecho,Mujer,3
35,Soltero,2353,Universitario incompleto,Satisfecho,Hombre,2
36,Casado,2195,Universitario completo,Muy satisfecho,Mujer,3
37,Soltero,2369,Universitario completo,Muy satisfecho,Hombre,2
29,Soltero,1800,Post-universitario,Muy insatisfecho,Mujer,1
34,Casado,2132,Bachillerato completo,Satisfecho,Mujer,6
71,Soltero,4107,Universitario completo,Neutro,Hombre,1
61,Casado,4518,Bachillerato incompleto,Muy satisfecho,Hombre,2
63,Casado,1516,Bachillerato incompleto,Satisfecho,Mujer,2
55,Soltero,3870,Universitario incompleto,Muy insatisfecho,Hombre,1
46,Casado,2812,Universitario completo,Satisfecho,Hombre,4
41,Soltero,2606,Universitario incompleto,Satisfecho,Hombre,2
29,Soltero,1911,Universitario completo,Muy satisfecho,Hombre,1
39,Casado,1990,Bachillerato completo,Insatisfecho,Mujer,3
40,Soltero,1927,Bachillerato incompleto,Insatisfecho,Hombre,2
52,Casado,2748,Universitario incompleto,Satisfecho,Mujer,2
56,Soltero,1658,Universitario incompleto,Muy insatisfecho,Mujer,1
47,Soltero,2527,Universitario incompleto,Neutro,Mujer,1
36,Soltero,2701,Post-universitario,Satisfecho,Mujer,1
54,Casado,3222,Universitario incompleto,Muy insatisfecho,Hombre,5
33,Soltero,1927,Bachillerato completo,Neutro,Mujer,1
42,Casado,2085,Universitario completo,Neutro,Hombre,4
58,Casado,4850,Bachillerato completo,Neutro,Mujer,2
28,Soltero,1816,Universitario incompleto,Muy insatisfecho,Hombre,1
33,Soltero,4202,Post-universitario,Neutro,Mujer,1
28,Soltero,1737,Bachillerato completo,Insatisfecho,Mujer,4
45,Casado,2448,Bachillerato completo,Neutro,Mujer,3
28,Soltero,1800,Bachillerato incompleto,Muy satisfecho,Hombre,1
21,Soltero,1706,Universitario incompleto,Muy insatisfecho,Mujer,2
40,Soltero,2132,Universitario completo,Muy insatisfecho,Hombre,2
52,Casado,4328,Bachillerato completo,Muy satisfecho,Hombre,2
64,Soltero,2006,Bachillerato completo,Muy insatisfecho,Mujer,1
21,Soltero,1769,Universitario incompleto,Muy insatisfecho,Hombre,3
42,Soltero,3728,Bachillerato completo,Satisfecho,Hombre,1
28,Soltero,1611,Universitario completo,Insatisfecho,Mujer,2
50,Casado,3033,Bachillerato incompleto,Muy satisfecho,Hombre,4
34,Casado,1658,Bachillerato incompleto,Muy insatisfecho,Mujer,6
26,Soltero,1753,Universitario incompleto,Neutro,Mujer,1
38,Casado,1800,Bachillerato incompleto,Neutro,Hombre,2
23,Casado,1706,Universitario incompleto,Muy insatisfecho,Mujer,3
42,Soltero,2448,Universitario completo,Neutro,Mujer,1
69,Soltero,3696,Bachillerato completo,Satisfecho,Hombre,1
40,Soltero,5782,Universitario completo,Satisfecho,Mujer,1
34,Casado,1800,Bachillerato incompleto,Neutro,Mujer,4
58,Casado,2891,Bachillerato incompleto,Muy satisfecho,Mujer,4
55,Soltero,6414,Bachillerato completo,Muy satisfecho,Hombre,2
54,Soltero,2164,Post-universitario,Neutro,Hombre,1
39,Casado,1943,Bachillerato completo,Muy satisfecho,Mujer,2
69,Soltero,2970,Universitario completo,Satisfecho,Mujer,1
37,Soltero,1832,Bachillerato incompleto,Insatisfecho,Mujer,1
29,Casado,1690,Bachillerato completo,Insatisfecho,Mujer,2
28,Casado,2970,Universitario completo,Muy insatisfecho,Mujer,4
59,Soltero,2812,Universitario incompleto,Muy satisfecho,Hombre,1
35,Casado,1816,Bachillerato completo,Muy insatisfecho,Hombre,4
26,Casado,1595,Bachillerato completo,Neutro,Hombre,2
27,Casado,1642,Universitario completo,Insatisfecho,Mujer,3
31,Soltero,1658,Bachillerato completo,Insatisfecho,Mujer,1
45,Casado,2211,Universitario incompleto,Muy insatisfecho,Hombre,2
40,Soltero,2180,Bachillerato incompleto,Muy satisfecho,Hombre,6
40,Soltero,1753,Bachillerato completo,Muy insatisfecho,Hombre,1
37,Soltero,1674,Bachillerato completo,Muy insatisfecho,Hombre,1
37,Casado,1958,Post-universitario,Muy insatisfecho,Mujer,2
